overlap,regime,load,family,metric,mean,lower95,upper95
2,total,4,oracle,unchanged_after_reversal,0.9956433160855201,0.9928993891966144,0.9978557971973292
2,total,4,oracle,noise_reversal,0.990930709642818,0.9813109723430383,0.9969719475292634
2,total,8,native4,retention,0.8340840376735854,0.7994926793047762,0.8670738111515094
2,total,8,native4,worst_pair,0.3607601661951383,0.2713406968383779,0.4540423358141372
2,total,8,native4,new_learning,0.979964655617455,0.9712528257707049,0.9871730554616389
2,total,8,native4,forgetting,0.14588061794386958,0.11354104770689513,0.18054753448386
2,total,8,native4,noise_retention,0.8062198301304545,0.7762571727043226,0.8342231903113991
2,total,8,native4,reversal,0.8955756253872034,0.856057099274567,0.9314125879897215
2,total,8,native4,unchanged_after_reversal,0.7180048960637477,0.6622058998067074,0.7733677203421752
2,total,8,native4,noise_reversal,0.8681930064853476,0.8331398255897435,0.9004724485189296
2,total,8,native6,retention,0.8847216423439482,0.8611426509476756,0.9069759179235124
2,total,8,native6,worst_pair,0.4692328324569099,0.3739557532368774,0.5648762460974084
2,total,8,native6,new_learning,0.9810448904902402,0.9727835175329069,0.9880785769379876
2,total,8,native6,forgetting,0.096323248146292,0.07537184440816211,0.11983804118198685
2,total,8,native6,noise_retention,0.8510687789717712,0.8283289426512611,0.87298032566761
2,total,8,native6,reversal,0.9182728761539086,0.88024925325615,0.9529136581272465
2,total,8,native6,unchanged_after_reversal,0.7888644768388915,0.7385664928292234,0.8377257085460136
2,total,8,native6,noise_reversal,0.8989820315775456,0.8663783031813627,0.9287324927186774
2,total,8,direct,retention,0.9430651547158345,0.928619724865992,0.9566288722197615
2,total,8,direct,worst_pair,0.7036479554408168,0.6102362157130925,0.7883444533448387
2,total,8,direct,new_learning,0.9789842848602245,0.9701346418415436,0.986498262558891
2,total,8,direct,forgetting,0.035919130144389945,0.023816580183085558,0.04880371573931427
2,total,8,direct,noise_retention,0.9165460384143783,0.9029527645109887,0.9296107692414923
2,total,8,direct,reversal,0.9533164317011391,0.9278721233062002,0.974945289493989
2,total,8,direct,unchanged_after_reversal,0.8504979833823192,0.8079118037378151,0.8923578918699568
2,total,8,direct,noise_reversal,0.9371276924742271,0.9138247094004026,0.9574033561818048
2,total,8,random4,retention,0.7978970247671597,0.7725457211386706,0.8228535267780271
2,total,8,random4,worst_pair,0.2835459038246624,0.2282038964553306,0.33940188652558856
2,total,8,random4,new_learning,0.971874893391983,0.9596131080446555,0.9824795407239832
2,total,8,random4,forgetting,0.1739778686248232,0.15292927128868303,0.19585743773292313
2,total,8,random4,noise_retention,0.768809830828215,0.7457031687509228,0.7918163211279896
2,total,8,random4,reversal,0.8570534810885272,0.8187495808195373,0.8926700292034583
2,total,8,random4,unchanged_after_reversal,0.6716630340974599,0.6376971358111013,0.7057652169463291
